Spot_Name,District,Category,Year,Month,Season,Festival,Total_Visitors
Kinnerasani Wildlife Sanctuary,Bhadradri Kothagudem,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",9902
Kinnerasani Wildlife Sanctuary,Bhadradri Kothagudem,nature,2025,November,Winter,Diwali,12310
Kinnerasani Wildlife Sanctuary,Bhadradri Kothagudem,nature,2025,December,Winter,Christmas,13834
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,January,Winter,"Bhogi, Sankranti",19059
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,February,Winter,Maha Shivaratri,15997
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,March,Summer,Holi,9754
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",9988
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,May,Summer,Buddha Purnima,8200
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,June,Monsoon,None,6280
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,July,Monsoon,Bonalu,6323
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6978
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,September,Monsoon,Vinayaka Chavithi,7790
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15475
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,November,Winter,Diwali,17929
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2024,December,Winter,Christmas,19252
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,January,Winter,"Bhogi, Sankranti",19457
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,February,Winter,Maha Shivaratri,17332
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,March,Summer,Holi,11043
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11398
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,May,Summer,Buddha Purnima,9115
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,June,Monsoon,None,6544
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,July,Monsoon,Bonalu,7138
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7576
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,September,Monsoon,Vinayaka Chavithi,8271
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",16294
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,November,Winter,Diwali,18404
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,religious,2025,December,Winter,Christmas,21265
Parnasala,Bhadradri Kothagudem,other,2024,January,Winter,"Bhogi, Sankranti",9785
Parnasala,Bhadradri Kothagudem,other,2024,February,Winter,Maha Shivaratri,8591
Parnasala,Bhadradri Kothagudem,other,2024,March,Summer,Holi,5250
Parnasala,Bhadradri Kothagudem,other,2024,April,Summer,"Ugadi, Sri Rama Navami",5126
Parnasala,Bhadradri Kothagudem,other,2024,May,Summer,Buddha Purnima,4368
Parnasala,Bhadradri Kothagudem,other,2024,June,Monsoon,None,2965
Parnasala,Bhadradri Kothagudem,other,2024,July,Monsoon,Bonalu,3156
Parnasala,Bhadradri Kothagudem,other,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",3591
Parnasala,Bhadradri Kothagudem,other,2024,September,Monsoon,Vinayaka Chavithi,3745
Parnasala,Bhadradri Kothagudem,other,2024,October,Post-Monsoon,"Bathukamma, Dussehra",7847
Parnasala,Bhadradri Kothagudem,other,2024,November,Winter,Diwali,8262
Parnasala,Bhadradri Kothagudem,other,2024,December,Winter,Christmas,10308
Parnasala,Bhadradri Kothagudem,other,2025,January,Winter,"Bhogi, Sankranti",9639
Parnasala,Bhadradri Kothagudem,other,2025,February,Winter,Maha Shivaratri,8375
Parnasala,Bhadradri Kothagudem,other,2025,March,Summer,Holi,5631
Parnasala,Bhadradri Kothagudem,other,2025,April,Summer,"Ugadi, Sri Rama Navami",5749
Parnasala,Bhadradri Kothagudem,other,2025,May,Summer,Buddha Purnima,4705
Parnasala,Bhadradri Kothagudem,other,2025,June,Monsoon,None,3355
Parnasala,Bhadradri Kothagudem,other,2025,July,Monsoon,Bonalu,3353
Parnasala,Bhadradri Kothagudem,other,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",3728
Parnasala,Bhadradri Kothagudem,other,2025,September,Monsoon,Vinayaka Chavithi,4041
Parnasala,Bhadradri Kothagudem,other,2025,October,Post-Monsoon,"Bathukamma, Dussehra",7951
Parnasala,Bhadradri Kothagudem,other,2025,November,Winter,Diwali,9757
Parnasala,Bhadradri Kothagudem,other,2025,December,Winter,Christmas,10005
Thousand Pillar Temple,Hanumakonda,religious,2024,January,Winter,"Bhogi, Sankranti",18378
Thousand Pillar Temple,Hanumakonda,religious,2024,February,Winter,Maha Shivaratri,16569
Thousand Pillar Temple,Hanumakonda,religious,2024,March,Summer,Holi,10261
Thousand Pillar Temple,Hanumakonda,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10150
Thousand Pillar Temple,Hanumakonda,religious,2024,May,Summer,Buddha Purnima,8263
Thousand Pillar Temple,Hanumakonda,religious,2024,June,Monsoon,None,6219
Thousand Pillar Temple,Hanumakonda,religious,2024,July,Monsoon,Bonalu,6414
Thousand Pillar Temple,Hanumakonda,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7186
Thousand Pillar Temple,Hanumakonda,religious,2024,September,Monsoon,Vinayaka Chavithi,7424
Thousand Pillar Temple,Hanumakonda,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15725
Thousand Pillar Temple,Hanumakonda,religious,2024,November,Winter,Diwali,16300
Thousand Pillar Temple,Hanumakonda,religious,2024,December,Winter,Christmas,17697
Thousand Pillar Temple,Hanumakonda,religious,2025,January,Winter,"Bhogi, Sankranti",19959
Thousand Pillar Temple,Hanumakonda,religious,2025,February,Winter,Maha Shivaratri,17993
Thousand Pillar Temple,Hanumakonda,religious,2025,March,Summer,Holi,11026
Thousand Pillar Temple,Hanumakonda,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",12113
Thousand Pillar Temple,Hanumakonda,religious,2025,May,Summer,Buddha Purnima,9705
Thousand Pillar Temple,Hanumakonda,religious,2025,June,Monsoon,None,6582
Thousand Pillar Temple,Hanumakonda,religious,2025,July,Monsoon,Bonalu,6836
Thousand Pillar Temple,Hanumakonda,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7564
Thousand Pillar Temple,Hanumakonda,religious,2025,September,Monsoon,Vinayaka Chavithi,8204
Thousand Pillar Temple,Hanumakonda,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",16546
Thousand Pillar Temple,Hanumakonda,religious,2025,November,Winter,Diwali,19284
Thousand Pillar Temple,Hanumakonda,religious,2025,December,Winter,Christmas,19709
Warangal Fort,Warangal,heritage,2024,January,Winter,"Bhogi, Sankranti",15083
Warangal Fort,Warangal,heritage,2024,February,Winter,Maha Shivaratri,13904
Warangal Fort,Warangal,heritage,2024,March,Summer,Holi,7668
Warangal Fort,Warangal,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",8171
Warangal Fort,Warangal,heritage,2024,May,Summer,Buddha Purnima,6837
Warangal Fort,Warangal,heritage,2024,June,Monsoon,None,4617
Warangal Fort,Warangal,heritage,2024,July,Monsoon,Bonalu,4914
Warangal Fort,Warangal,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5658
Warangal Fort,Warangal,heritage,2024,September,Monsoon,Vinayaka Chavithi,5860
Warangal Fort,Warangal,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11460
Warangal Fort,Warangal,heritage,2024,November,Winter,Diwali,13493
Warangal Fort,Warangal,heritage,2024,December,Winter,Christmas,14963
Warangal Fort,Warangal,heritage,2025,January,Winter,"Bhogi, Sankranti",17029
Warangal Fort,Warangal,heritage,2025,February,Winter,Maha Shivaratri,14617
Warangal Fort,Warangal,heritage,2025,March,Summer,Holi,9223
Warangal Fort,Warangal,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8319
Warangal Fort,Warangal,heritage,2025,May,Summer,Buddha Purnima,7449
Warangal Fort,Warangal,heritage,2025,June,Monsoon,None,5136
Warangal Fort,Warangal,heritage,2025,July,Monsoon,Bonalu,5823
Warangal Fort,Warangal,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5860
Warangal Fort,Warangal,heritage,2025,September,Monsoon,Vinayaka Chavithi,6033
Warangal Fort,Warangal,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12489
Warangal Fort,Warangal,heritage,2025,November,Winter,Diwali,13009
Warangal Fort,Warangal,heritage,2025,December,Winter,Christmas,15353
Bhadra Kali Temple,Hanumakonda,religious,2024,January,Winter,"Bhogi, Sankranti",18442
Bhadra Kali Temple,Hanumakonda,religious,2024,February,Winter,Maha Shivaratri,16966
Bhadra Kali Temple,Hanumakonda,religious,2024,March,Summer,Holi,10225
Bhadra Kali Temple,Hanumakonda,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",11425
Bhadra Kali Temple,Hanumakonda,religious,2024,May,Summer,Buddha Purnima,9026
Bhadra Kali Temple,Hanumakonda,religious,2024,June,Monsoon,None,5967
Bhadra Kali Temple,Hanumakonda,religious,2024,July,Monsoon,Bonalu,6051
Bhadra Kali Temple,Hanumakonda,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7554
Bhadra Kali Temple,Hanumakonda,religious,2024,September,Monsoon,Vinayaka Chavithi,7101
Bhadra Kali Temple,Hanumakonda,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",16968
Bhadra Kali Temple,Hanumakonda,religious,2024,November,Winter,Diwali,18608
Bhadra Kali Temple,Hanumakonda,religious,2024,December,Winter,Christmas,18590
Bhadra Kali Temple,Hanumakonda,religious,2025,January,Winter,"Bhogi, Sankranti",18930
Bhadra Kali Temple,Hanumakonda,religious,2025,February,Winter,Maha Shivaratri,19418
Bhadra Kali Temple,Hanumakonda,religious,2025,March,Summer,Holi,10795
Bhadra Kali Temple,Hanumakonda,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11979
Bhadra Kali Temple,Hanumakonda,religious,2025,May,Summer,Buddha Purnima,8564
Bhadra Kali Temple,Hanumakonda,religious,2025,June,Monsoon,None,6437
Bhadra Kali Temple,Hanumakonda,religious,2025,July,Monsoon,Bonalu,6845
Bhadra Kali Temple,Hanumakonda,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7981
Bhadra Kali Temple,Hanumakonda,religious,2025,September,Monsoon,Vinayaka Chavithi,8027
Bhadra Kali Temple,Hanumakonda,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",17311
Bhadra Kali Temple,Hanumakonda,religious,2025,November,Winter,Diwali,17965
Bhadra Kali Temple,Hanumakonda,religious,2025,December,Winter,Christmas,20413
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,January,Winter,"Bhogi, Sankranti",18908
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,February,Winter,Maha Shivaratri,16935
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,March,Summer,Holi,10207
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",9665
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,May,Summer,Buddha Purnima,7801
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,June,Monsoon,None,6409
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,July,Monsoon,Bonalu,6315
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6958
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,September,Monsoon,Vinayaka Chavithi,8033
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15329
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,November,Winter,Diwali,18244
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2024,December,Winter,Christmas,18727
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,January,Winter,"Bhogi, Sankranti",22390
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,February,Winter,Maha Shivaratri,19397
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,March,Summer,Holi,10513
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11597
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,May,Summer,Buddha Purnima,9419
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,June,Monsoon,None,6951
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,July,Monsoon,Bonalu,6386
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8075
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,September,Monsoon,Vinayaka Chavithi,8477
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",15012
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,November,Winter,Diwali,17506
Jain Temple - Kolanupaka,Yadadri Bhuvanagiri,religious,2025,December,Winter,Christmas,18102
Ramappa Temple,Mulugu,religious,2024,January,Winter,"Bhogi, Sankranti",18837
Ramappa Temple,Mulugu,religious,2024,February,Winter,Maha Shivaratri,17376
Ramappa Temple,Mulugu,religious,2024,March,Summer,Holi,10766
Ramappa Temple,Mulugu,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10443
Ramappa Temple,Mulugu,religious,2024,May,Summer,Buddha Purnima,9282
Ramappa Temple,Mulugu,religious,2024,June,Monsoon,None,5698
Ramappa Temple,Mulugu,religious,2024,July,Monsoon,Bonalu,5774
Ramappa Temple,Mulugu,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7324
Ramappa Temple,Mulugu,religious,2024,September,Monsoon,Vinayaka Chavithi,7719
Ramappa Temple,Mulugu,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15458
Ramappa Temple,Mulugu,religious,2024,November,Winter,Diwali,15694
Ramappa Temple,Mulugu,religious,2024,December,Winter,Christmas,18877
Ramappa Temple,Mulugu,religious,2025,January,Winter,"Bhogi, Sankranti",19277
Ramappa Temple,Mulugu,religious,2025,February,Winter,Maha Shivaratri,18722
Ramappa Temple,Mulugu,religious,2025,March,Summer,Holi,11013
Ramappa Temple,Mulugu,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",10708
Ramappa Temple,Mulugu,religious,2025,May,Summer,Buddha Purnima,9032
Ramappa Temple,Mulugu,religious,2025,June,Monsoon,None,6260
Ramappa Temple,Mulugu,religious,2025,July,Monsoon,Bonalu,6795
Ramappa Temple,Mulugu,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8310
Ramappa Temple,Mulugu,religious,2025,September,Monsoon,Vinayaka Chavithi,7776
Ramappa Temple,Mulugu,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",17144
Ramappa Temple,Mulugu,religious,2025,November,Winter,Diwali,18402
Ramappa Temple,Mulugu,religious,2025,December,Winter,Christmas,19667
Siddeswara Temple,Hanumakonda,religious,2024,January,Winter,"Bhogi, Sankranti",19067
Siddeswara Temple,Hanumakonda,religious,2024,February,Winter,Maha Shivaratri,15968
Siddeswara Temple,Hanumakonda,religious,2024,March,Summer,Holi,9775
Siddeswara Temple,Hanumakonda,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",9819
Siddeswara Temple,Hanumakonda,religious,2024,May,Summer,Buddha Purnima,9463
Siddeswara Temple,Hanumakonda,religious,2024,June,Monsoon,None,6155
Siddeswara Temple,Hanumakonda,religious,2024,July,Monsoon,Bonalu,6114
Siddeswara Temple,Hanumakonda,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7452
Siddeswara Temple,Hanumakonda,religious,2024,September,Monsoon,Vinayaka Chavithi,7561
Siddeswara Temple,Hanumakonda,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15373
Siddeswara Temple,Hanumakonda,religious,2024,November,Winter,Diwali,18112
Siddeswara Temple,Hanumakonda,religious,2024,December,Winter,Christmas,19757
Siddeswara Temple,Hanumakonda,religious,2025,January,Winter,"Bhogi, Sankranti",20154
Siddeswara Temple,Hanumakonda,religious,2025,February,Winter,Maha Shivaratri,17663
Siddeswara Temple,Hanumakonda,religious,2025,March,Summer,Holi,10708
Siddeswara Temple,Hanumakonda,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",9982
Siddeswara Temple,Hanumakonda,religious,2025,May,Summer,Buddha Purnima,8601
Siddeswara Temple,Hanumakonda,religious,2025,June,Monsoon,None,7089
Siddeswara Temple,Hanumakonda,religious,2025,July,Monsoon,Bonalu,7406
Siddeswara Temple,Hanumakonda,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7864
Siddeswara Temple,Hanumakonda,religious,2025,September,Monsoon,Vinayaka Chavithi,8448
Siddeswara Temple,Hanumakonda,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",17049
Siddeswara Temple,Hanumakonda,religious,2025,November,Winter,Diwali,21899
Siddeswara Temple,Hanumakonda,religious,2025,December,Winter,Christmas,21710
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,January,Winter,"Bhogi, Sankranti",18675
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,February,Winter,Maha Shivaratri,15722
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,March,Summer,Holi,9065
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10345
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,May,Summer,Buddha Purnima,8129
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,June,Monsoon,None,5596
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,July,Monsoon,Bonalu,6011
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6838
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,September,Monsoon,Vinayaka Chavithi,8084
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15913
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,November,Winter,Diwali,17222
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2024,December,Winter,Christmas,20045
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,January,Winter,"Bhogi, Sankranti",20377
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,February,Winter,Maha Shivaratri,17064
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,March,Summer,Holi,11456
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11358
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,May,Summer,Buddha Purnima,8651
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,June,Monsoon,None,6444
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,July,Monsoon,Bonalu,6415
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7267
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,September,Monsoon,Vinayaka Chavithi,8424
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",18031
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,November,Winter,Diwali,17306
Sri Veeranarayana Temple,Yadadri Bhuvanagiri,religious,2025,December,Winter,Christmas,20725
Musical Garden & Planeterium,Hanumakonda,leisure,2024,January,Winter,"Bhogi, Sankranti",10818
Musical Garden & Planeterium,Hanumakonda,leisure,2024,February,Winter,Maha Shivaratri,9584
Musical Garden & Planeterium,Hanumakonda,leisure,2024,March,Summer,Holi,5691
Musical Garden & Planeterium,Hanumakonda,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",5830
Musical Garden & Planeterium,Hanumakonda,leisure,2024,May,Summer,Buddha Purnima,5039
Musical Garden & Planeterium,Hanumakonda,leisure,2024,June,Monsoon,None,3435
Musical Garden & Planeterium,Hanumakonda,leisure,2024,July,Monsoon,Bonalu,3746
Musical Garden & Planeterium,Hanumakonda,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4290
Musical Garden & Planeterium,Hanumakonda,leisure,2024,September,Monsoon,Vinayaka Chavithi,4382
Musical Garden & Planeterium,Hanumakonda,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",8656
Musical Garden & Planeterium,Hanumakonda,leisure,2024,November,Winter,Diwali,9955
Musical Garden & Planeterium,Hanumakonda,leisure,2024,December,Winter,Christmas,11524
Musical Garden & Planeterium,Hanumakonda,leisure,2025,January,Winter,"Bhogi, Sankranti",12379
Musical Garden & Planeterium,Hanumakonda,leisure,2025,February,Winter,Maha Shivaratri,10090
Musical Garden & Planeterium,Hanumakonda,leisure,2025,March,Summer,Holi,6365
Musical Garden & Planeterium,Hanumakonda,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",6827
Musical Garden & Planeterium,Hanumakonda,leisure,2025,May,Summer,Buddha Purnima,4976
Musical Garden & Planeterium,Hanumakonda,leisure,2025,June,Monsoon,None,3976
Musical Garden & Planeterium,Hanumakonda,leisure,2025,July,Monsoon,Bonalu,3859
Musical Garden & Planeterium,Hanumakonda,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4777
Musical Garden & Planeterium,Hanumakonda,leisure,2025,September,Monsoon,Vinayaka Chavithi,4607
